id,modularity_class
1040408522,5
448250130,5
122448174,0
250704226,0
1969712454,3
618839438,3
2848705919,0
748061061300035584,1
787044470613282816,1
1974981223,3
1975395252,3
15502903,0
291846447,0
1969420729,3
1977140114,3
1974188150,3
1977828739,3
1974125191,3
1974868602,3
3037298239,3
1973545422,3
1977061699,3
268963141,8
326986654,8
1969634864,3
3331551052,5
904349491,5
3043507956,3
1975455086,3
1970627820,3
4874129992,2
757364653014016000,2
4776169636,0
1969368720,3
1971211453,3
1978022473,3
1900286719,3
2446943442,0
2788398650,4
575925999,4
1047497299,5
17309168,6
95502178,6
1974830538,3
3387188439,22
787002854338854917,22
3404728337,22
742826933075877889,22
1977910574,3
3052032968,3
4547154629,3
352280876,5
1180622503,0
937019478,0
1413793885,7
419081441,7
1975427846,3
1969769202,3
17720161,14
26235861,14
309004477,6
3254856364,13
4419316115,13
461803364,13
618587448,13
245385426,13
1977169441,3
2853872685,0
119161370,7
763703020198690816,7
224105222,18
723251650174017536,18
583162248,8
19505072,14
2777610968,14
303709614,6
117060803,13
157946397,9
200925880,9
65632975,22
384005220,22
712976695,22
237994971,13
4531076896,10
66856037,10
4219886278,11
449600949,11
237064482,12
308328105,12
227490287,18
185622716,13
2892368815,13
137165451,10
754817647,13
3050068869,16
780646765829562369,16
3249313867,14
2493287096,21
592185078,21
164833055,6
16548855,14
104572917,15
409116367,15
1589798510,16
2955544497,22
1289813305,18
463422854,14
754048701400776704,17
803009555785482240,17
312217465,9
221963057,22
618055731,18
4888653922,19
95670177,19
292236047,5
3344005587,20
42138102,20
18067164,21
792803253406822400,21
1932657667,8
2831617950,22
18290737,23
484198340,23
2882182229,22
2315874241,20
3075632478,20
708036244681281537,2
2496377724,21
627865229,21
372562995,18
4654741997,24
745407743591350272,24
4865253027,10
19358428,25
200090056,25
23954327,27
3644832255,27
270921976,26
2902080735,26
946620907,19
4090001897,18
322879013,22
745319037677211652,22
1011339350,27
728221452927827969,27
102635510,28
390208861,28
2211027127,29
302174491,29
20338242,11
15748239,15
1944440994,21
724477412310847488,21
22071268,30
24784028,30
118165489,31
770309357875716096,31
