id,modularity_class
991855608,1
32682040,1
1555034425,1
728221452927827969,1
73699803,1
1535438408,1
115110145,1
4776169636,3
270921976,1
1215948218,3
719939067136385024,3
153283018,1
484198340,1
65632975,0
798190900744568833,1
265245636,0
3055864294,0
119161370,1
1407958339,3
2641856689,1
2867485894,1
803779755350827008,1
3183768157,1
292236047,1
3093907031,0
2178473005,3
441364324,3
1367543593,1
4704039667,1
12585092,3
442077506,3
930084780,1
794786220005957632,1
1859935914,1
1308083862,1
88718119,1
2882182229,0
892794858,3
93327360,1
328440716,3
77509795,3
303999844,1
781442824583741440,1
904863313,0
24784028,3
1465205899,1
1171556562,3
85386747,3
794792561533538304,1
66393,1
2557331785,1
2972747969,1
25677623,0
1180622503,3
3249313867,1
712976695,0
708458185494040576,0
594937448,1
246151786,1
42307792,1
1324655137,0
241640955,3
2892368815,3
36200895,1
2694972208,3
393684881,3
269921869,1
102635510,3
298452157,3
26686224,0
981763526,0
2343872651,3
2349351162,1
796408798932041728,1
995443722,3
198238726,1
121172530,2
2607354599,0
18707435,1
3400547517,3
390208861,3
779254002294878208,3
17309168,3
190878483,0
3404728337,0
564852155,3
62074058,3
1577422609,3
2494139340,3
304517257,0
3050068869,1
436846029,1
799067897876254720,1
2203408382,1
3404611078,1
803015757873483776,1
164833055,3
137165451,1
222566126,1
792803253406822400,1
318023873,1
2459835385,1
142602124,3
2871029992,3
736905000593575936,0
118165489,1
703700133742034946,1
4496549793,0
34705680,0
720309635853365249,0
805905864,0
179912146,0
287260619,1
329166379,1
802155761279311872,1
2415710580,1
249885589,0
1032058076,3
217554486,3
17511258,1
705814755869470720,3
2240033851,1
228463271,3
790575106124898304,1
18290737,1
105841462,3
2864142413,3
3235220435,3
122448174,3
4350985586,1
3300307786,1
627865229,1
4842807674,1
3305171909,1
2315874241,1
771539199329652736,1
2534559344,3
763703020198690816,1
576427870,1
2792672981,0
1145664181,3
2211027127,0
483415153,0
802950771788681216,1
117804245,1
1837417136,0
3843064953,3
2831617950,0
21091983,0
766033496917864448,1
2278717689,0
748061061300035584,0
2230135597,1
4888653922,3
3798312976,1
2560206498,1
113018311,1
322879013,1
42138102,1
3075632478,1
19505072,1
790779761521856514,1
779870855836729344,1
1107329186,2
1737574513,2
3344005587,1
302631559,1
31360081,0
2921463862,3
1291100928,1
448250130,1
66212407,0
4562200215,0
3413198241,0
4619070748,0
345236851,3
295851843,3
1049978412,0
1289813305,2
767862828,1
1932657667,0
758491329894748160,0
3302596910,0
749727821208117252,1
754048701400776704,1
1101448555,2
2488878284,3
3394005099,1
463422854,1
3221526880,1
3270562015,1
66856037,1
303076383,0
185834011,3
3340908196,3
949728103,1
21253935,1
1854497286,0
775446236908310528,1
4264113897,3
19358428,1
4419316115,3
1480266476,3
1055484026,2
68741628,2
749744611,1
253677176,0
27741488,0
3254856364,3
734711686033182720,1
787044470613282816,0
3710528536,0
745649909378990080,1
3213596445,3
720875149,3
315787899,3
2327565992,3
3380406579,3
19769739,1
248387799,1
3513831436,2
1849286274,3
303709614,3
2165136621,3
18018468,0
4541933713,0
775498945330028544,0
2411128484,0
519553325,0
87481029,3
88893451,3
102397536,0
426464556,3
724398031,3
235954026,1
1160808384,2
237064482,2
424083365,2
455199792,2
736750781093707776,2
20338242,0
22071268,3
372562995,2
2824903451,0
1964701855,0
316123855,1
19141355,3
604589648,1
155223088,3
2972875817,3
91696116,1
20181975,3
2858541770,3
477191708,0
268963141,0
793424481704345604,2
746736462050267136,0
2696578399,3
237994971,3
3825968584,3
766735508865032192,0
869818514,3
757689964482142208,0
939190178,0
2496377724,1
171205760,1
723762751596822528,3
1887375954,0
764111195527847936,1
338317842,3
2248582168,1
384005220,0
774686030406365184,0
2691309440,0
397467224,0
4559222536,0
1255387315,3
2837527839,1
2365368334,3
796782916491612160,1
31122582,1
873782834,1
245573252,3
3116178603,3
3411044242,1
59098490,1
1669932314,0
804245634417102848,3
205897486,1
85080476,2
45838753,0
780509014769733633,2
2743082981,0
104154637,2
1886957647,0
794612125704523776,1
1558645760,1
227490287,3
107036446,0
245385426,3
42624414,0
2997250788,0
2749640440,0
75331878,1
393654944,0
613796565,0
4030552332,1
369611457,1
2282325169,0
122025735,3
309004477,3
163001527,0
610955831,0
772591272993361920,3
237977063,0
769208504,1
933182024,3
754817647,3
2463270592,0
1007729353,3
45608857,3
28615971,0
333565814,0
1352215784,3
775465970823524389,1
33890500,3
1619917472,2
2198298228,1
