id,source,target,weight
3002,22803981,83578612,0.166667
3003,103435491,771483365937676291,0.25
3004,250704226,4289485636,0.166667
3005,19845776,4250521660,0.333333
3006,546239230,788748702483611648,0.2
3007,1235761177,200090056,0.25
3008,13957012,804740200870055936,1
3009,384005220,756830758132649984,0.5
3010,1589798510,291846447,0.2
3011,16548855,802962751865884672,0.2
3012,152191413,788748702483611648,0.166667
3013,2848705919,78583942,0.166667
3014,737760101193256961,797794080180895744,0.333333
3015,221963057,257134732,0.071429
3016,618055731,937019478,0.416667
3017,1389790676,2712335673,0.125
3018,451819108,747143836837814276,0.111111
3019,43748620,795594061084246016,0.125
3020,3931306817,47080825,0.166667
3021,618055731,770309357875716096,0.083333
3022,2788001111,54077506,1
3023,4834537559,514982892,0.5
3024,4531076896,541328418,0.142857
3025,2992942526,780252826299666432,1
3026,735491152464470017,742664931217178624,0.25
3027,16561729,775136513751326721,0.25
3028,27238516,500843514,0.25
3029,1338726187,527949804,0.083333
3030,40278588,61176427,0.166667
3031,2446943442,824450408,0.166667
3032,746236470684311552,937019478,0.0625
3033,207046341,351231296,0.5
3034,1338726187,95502178,0.5
3035,25377285,800495996828422144,0.125
3036,179130402,795594061084246016,0.333333
3037,40227122,796211419700166657,0.111111
3038,738509183952113664,991855608,0.5
3039,29049770,32682040,0.333333
3040,1555034425,791406684807827456,0.111111
3041,728221452927827969,73699803,0.125
3042,1535438408,3081581745,0.5
3043,115110145,4776169636,0.2
3044,270921976,500843514,0.166667
3045,1215948218,719939067136385024,1
3046,153283018,484198340,0.2
3047,65632975,798190900744568833,0.166667
3048,265245636,3055864294,0.166667
3049,33178426,786985567,0.25
3050,119161370,2788001111,0.333333
3051,1407958339,2892484043,0.25
3052,2641856689,2867485894,0.083333
3053,221963057,803779755350827008,0.333333
3054,2800236995,3183768157,0.25
3055,292236047,785317194695577605,0.166667
3056,17927511,3093907031,0.2
3057,2178473005,441364324,1
3058,514982892,618055731,0.083333
3059,798190900744568833,904349491,0.2
3060,1324655137,737760101193256961,1
3061,1367543593,754230919633010688,0.25
3062,2446943442,4704039667,0.166667
3063,12585092,442077506,0.5
3064,4352293774,930084780,0.333333
3065,26235861,794786220005957632,0.2
3066,15755071,1859935914,0.333333
3067,1308083862,484198340,1
3068,758491329894748160,805117810343079936,0.333333
3069,13957012,88718119,0.5
3070,2882182229,88718119,0.333333
3071,742664931217178624,892794858,0.333333
3072,15755071,93327360,0.5
3073,24393879,459561926,0.2
3074,328440716,77509795,0.2
3075,34705680,723251650174017536,0.083333
3076,303999844,781442824583741440,0.25
3077,103435491,904863313,0.5
3078,153283018,4721574708,0.166667
3079,24784028,742664931217178624,0.5
3080,1465205899,937019478,0.2
3081,1171556562,85386747,0.333333
3082,73699803,794792561533538304,0.25
3083,1555034425,66393,0.125
3084,2557331785,794786220005957632,0.166667
3085,2972747969,794786220005957632,0.25
3086,713063391900729344,781442824583741440,0.090909
3087,25677623,4319786381,0.25
3088,441214858,9002382,0.5
3089,1180622503,909562165,0.090909
3090,3249313867,794786220005957632,0.2
3091,2539037971,712976695,0.25
3092,207046341,313775431,0.5
3093,451819108,708458185494040576,0.142857
3094,713063391900729344,723251650174017536,0.058824
3095,241583780,594937448,0.5
3096,449600949,4776169636,0.111111
3097,246151786,42307792,0.333333
3098,1324655137,738509183952113664,0.5
3099,1389790676,904349491,0.25
3100,241640955,2892368815,1
3101,1389790676,36200895,0.2
3102,2694972208,393684881,0.2
3103,269921869,737760101193256961,0.5
3104,102635510,298452157,0.333333
3105,26686224,981763526,0.333333
3106,2343872651,302226644,0.25
3107,2349351162,715681775717060608,0.333333
3108,269921869,796408798932041728,0.5
3109,393684881,995443722,0.333333
3110,198238726,4865253027,0.090909
3111,28838168,796408798932041728,0.5
3112,720309635853365249,805905864,0.5
3113,121172530,2607354599,0.2
3114,167034819,40227122,0.25
3115,18707435,713063391900729344,0.125
3116,3400547517,390208861,0.166667
3117,44959884,779254002294878208,0.5
3118,17309168,723251650174017536,0.1
3119,3389604502,904863313,0.5
3120,190878483,74265783,0.076923
3121,390208861,742664931217178624,0.166667
3122,3404728337,4289485636,0.166667
3123,564852155,62074058,0.25
3124,1148894288,892794858,0.333333
3125,1577422609,2494139340,0.25
3126,17720161,4289485636,0.333333
3127,304517257,74265783,0.5
3128,3050068869,4571814261,0.5
3129,436846029,713063391900729344,0.111111
3130,771906755236401152,799067897876254720,0.133333
3131,2203408382,3404611078,0.25
3132,737760101193256961,803015757873483776,0.25
3133,164833055,3400547517,1
3134,137165451,17927511,0.125
